N_splines,chart,size,pc2_var,pc3_var,convex_gap_median,convex_gap_p90,convex_gap_bad_frac,hull_area
64,39,49,0.6093257928750209,0.816156177446985,0.9324943286716659,1.5989491074139992,0.005,0.21113451005049902
64,40,14,0.8200300266327051,0.9382992023384606,0.6815171560669294,1.662110543549481,0.0,0.3541501390156454
64,41,43,0.7434033245415724,0.8781346341466563,1.0942555789159147,2.1416625588310763,0.0033333333333333335,0.14657993488184384
64,42,39,0.5986244671629996,0.7677032416380213,0.9196139766288969,2.2336937995190276,0.023333333333333334,0.1414707068872379
64,43,49,0.6292990795630522,0.8304774588310411,1.0848201329014966,3.1171807481861453,0.11166666666666666,0.1644244765425094
64,44,34,0.6164598220132473,0.8152306831951202,1.133692280721031,2.1742522215470506,0.023333333333333334,0.11991336639475876
64,45,54,0.6647334769681514,0.8566901481986838,0.847332472483044,2.1794500965902537,0.023333333333333334,0.1153962827888869
64,46,19,0.782878322026804,0.8792041191004939,1.3617327557268581,3.2779531527809063,0.13666666666666666,0.09452354978115766
64,47,27,0.6294471973074484,0.84406649677951,0.913670738910697,1.8010060760097548,0.0,0.19354646588664798
64,48,32,0.6937688565585955,0.8411289143265124,1.2104284167015305,2.8793535459681867,0.07666666666666666,0.11638589847263618
64,49,28,0.5922324236026526,0.7678879639564743,1.1487275598443365,2.1313128588116212,0.0033333333333333335,0.1441679936671712
64,50,56,0.7175287756756629,0.873393613796746,0.9554096498244757,1.906774390799777,0.0,0.1628521547773051
64,51,36,0.6433172709064159,0.852679689235448,0.7046341578310091,1.3140332169856832,0.0,0.1814162172463565
64,52,43,0.7037527324239199,0.9116810320259958,0.7453183165450271,2.3132385127937085,0.02666666666666667,0.13029394089325366
64,53,49,0.7358510601881907,0.8620038305067181,0.925982254453046,1.6478294821992316,0.0,0.15740889768276325
